"background size","chart color","description","Evidence codes","intersecting genes","intersection size","network.SUID","nodes.SUID","p-value","precision","query size","recall","source","term id","term name","term size"
"21017","","""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000251675|ENSG00000070081|ENSG00000183690|ENSG00000151208|ENSG00000245869|ENSG00000169031|ENSG00000173894|ENSG00000234184|ENSG00000123095|ENSG00000170835|ENSG00000185666|ENSG00000185477|ENSG00000256018|ENSG00000124693","17","66719","64553|64295|64665|64953|64963|64333|64889|64325|64301|64293|64251|64283|64495|65349|64305|64651|64641","0.025681428494001783","0.09826589595375723","173","0.027463651050080775","Gene Ontology Biological Process","GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway","619"
"22115","","""Either of the ends of a spindle, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules."" [GOC:clt]","""IBA""|""IEA""|""IDA""","ENSG00000169116|ENSG00000152689|ENSG00000095932|ENSG00000231119|ENSG00000184584|ENSG00000165507|ENSG00000152253|ENSG00000021762","8","66719","64499|64287|65337|64593|64897|64541|64921|64617","0.026230513646285817","0.045454545454545456","176","0.04519774011299435","Gene Ontology Cellular Component branch","GO:0000922","spindle pole","177"
"21017","","""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle."" [GOC:go_curators, GOC:mah]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000169116|ENSG00000152689|ENSG00000181826|ENSG00000185666|ENSG00000205726|ENSG00000081026|ENSG00000152253|ENSG00000021762","8","66719","64499|64287|64335|65349|64279|64643|64921|64617","0.026687092201016418","0.046242774566473986","173","0.05970149253731343","Gene Ontology Biological Process","GO:0007052","mitotic spindle organization","134"
"21017","","""The cell cycle process in which a cell progresses from metaphase to anaphase as part of the cell cycle."" [GOC:mtg_cell_cycle]","""NAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000164045|ENSG00000184584|ENSG00000081026|ENSG00000151725|ENSG00000021762|ENSG00000176890","7","66719","64287|64267|64897|64643|64607|64617|64257","0.026942844645502544","0.04046242774566474","173","0.07216494845360824","Gene Ontology Biological Process","GO:0044784","metaphase/anaphase transition of cell cycle","97"
"21017","","""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]","""IPI""|""IC""|""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000198467|ENSG00000256316|ENSG00000167723|ENSG00000163808|ENSG00000072110|ENSG00000134369|ENSG00000091409|ENSG00000169116|ENSG00000138160|ENSG00000240666|ENSG00000186818|ENSG00000136999|ENSG00000152689|ENSG00000250111|ENSG00000146670|ENSG00000267694|ENSG00000184194|ENSG00000164929|ENSG00000227191|ENSG00000070081|ENSG00000171105|ENSG00000113296|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000125845|ENSG00000258810|ENSG00000165349|ENSG00000095932|ENSG00000245869|ENSG00000066279|ENSG00000169031|ENSG00000251606|ENSG00000106070|ENSG00000181826|ENSG00000239998|ENSG00000234184|ENSG00000125384|ENSG00000148143|ENSG00000136158|ENSG00000004399|ENSG00000253701|ENSG00000169607|ENSG00000240754|ENSG00000123095|ENSG00000196532|ENSG00000139318|ENSG00000211898|ENSG00000263053|ENSG00000143369|ENSG00000164045|ENSG00000170835|ENSG00000148498|ENSG00000162543|ENSG00000223907|ENSG00000005108|ENSG00000148926|ENSG00000184584|ENSG00000166352|ENSG00000162676|ENSG00000255189|ENSG00000144677|ENSG00000203852|ENSG00000185666|ENSG00000223806|ENSG00000136111|ENSG00000116667|ENSG00000197558|ENSG00000117632|ENSG00000182983|ENSG00000204482|ENSG00000171848|ENSG00000228682|ENSG00000205726|ENSG00000149418|ENSG00000081026|ENSG00000151967|ENSG00000151725|ENSG00000185477|ENSG00000165507|ENSG00000233355|ENSG00000106366|ENSG00000152253|ENSG00000021762|ENSG00000139734|ENSG00000272733|ENSG00000197471|ENSG00000176890|ENSG00000211821|ENSG00000226281|ENSG00000211942|ENSG00000170677|ENSG00000124693|ENSG00000254060|ENSG00000114315","96","66719","64307|64511|64693|64265|64553|64351|64535|64295|64499|64669|64667|64919|64633|64287|64909|64569|64479|64927|64229|65359|64963|64285|64931|64561|64333|64889|64605|65345|64677|65337|64325|64503|64301|64591|64911|64335|64575|64251|64563|64349|64545|64547|64315|64579|65357|64283|64571|64489|64319|65339|64227|64267|64495|64957|64691|64929|64249|64233|64897|64329|64513|64299|64961|64487|65349|64903|64647|64679|64239|64269|64253|64289|64609|64247|64279|64363|64643|64515|64607|64305|64541|65341|64707|64921|64617|64599|64235|64525|64257|64907|64517|64243|64493|64641|64597|64673","0.027556210640114456","0.5549132947976878","173","0.011534302535143579","Gene Ontology Biological Process","GO:0071840","cellular component organization or biogenesis","8323"
"10916","","Resolution of Sister Chromatid Cohesion","""REAC""","ENSG00000152689|ENSG00000250111|ENSG00000184584|ENSG00000267366|ENSG00000081026|ENSG00000151725|ENSG00000272733|ENSG00000176890","8","66719","64287|64909|64897|64583|64643|64607|64235|64257","0.02793292626447782","0.06557377049180328","122","0.06504065040650407","Reactome pathways","REAC:R-HSA-2500257","Resolution of Sister Chromatid Cohesion","123"
"21017","","""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]","""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000091409|ENSG00000182557|ENSG00000131620|ENSG00000174607|ENSG00000143369|ENSG00000145649|ENSG00000136111|ENSG00000117632|ENSG00000152953|ENSG00000069702|ENSG00000169439|ENSG00000211821|ENSG00000170677|ENSG00000256018","15","66719","64307|64295|64631|64611|64561|64227|64557|64647|64269|64923|64621|64595|64907|64493|64651","0.028164496488157314","0.08670520231213873","173","0.030181086519114688","Gene Ontology Biological Process","GO:0051249","regulation of lymphocyte activation","497"
"22115","","""Any subdivision of a chromosome along its length."" [GOC:dos]","""IPI""|""NAS""|""TAS""|""IBA""|""IEA""|""IDA""|""HDA""","ENSG00000136999|ENSG00000152689|ENSG00000250111|ENSG00000148143|ENSG00000169607|ENSG00000184584|ENSG00000267366|ENSG00000081026|ENSG00000151725|ENSG00000272733|ENSG00000176890|ENSG00000226281","12","66719","64633|64287|64909|64349|64579|64897|64583|64643|64607|64235|64257|64517","0.02876338671776479","0.06818181818181818","176","0.02977667493796526","Gene Ontology Cellular Component branch","GO:0098687","chromosomal region","403"
"21017","","""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000072110|ENSG00000134369|ENSG00000091409|ENSG00000131620|ENSG00000178999|ENSG00000153885|ENSG00000171105|ENSG00000113296|ENSG00000174607|ENSG00000183690|ENSG00000151208|ENSG00000095932|ENSG00000125384|ENSG00000139318|ENSG00000162543|ENSG00000005108|ENSG00000185666|ENSG00000223806|ENSG00000136111|ENSG00000152953|ENSG00000204482|ENSG00000228682|ENSG00000185477|ENSG00000165507|ENSG00000106366|ENSG00000139734|ENSG00000197471|ENSG00000170677","29","66719","64553|64351|64535|64295|64611|64573|64281|64285|64931|64561|64333|64889|65337|64563|64489|64691|64249|65349|64903|64647|64923|64289|64247|64305|64541|64707|64599|64525|64493","0.030059457648524676","0.1676300578034682","173","0.01911667765326302","Gene Ontology Biological Process","GO:0048699","generation of neurons","1517"
"21017","","""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]","""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000256316|ENSG00000091409|ENSG00000229989|ENSG00000178999|ENSG00000153885|ENSG00000251675|ENSG00000227191|ENSG00000070081|ENSG00000151208|ENSG00000173894|ENSG00000099725|ENSG00000165480|ENSG00000162543|ENSG00000203852|ENSG00000152953|ENSG00000233355|ENSG00000106366|ENSG00000266146|ENSG00000197471|ENSG00000249717|ENSG00000170677","21","66719","64693|64295|64665|64573|64281|64953|65359|64963|64889|64293|64527|64341|64691|64487|64923|65341|64707|64519|64525|65343|64493","0.030170739370398627","0.12138728323699421","173","0.02328159645232816","Gene Ontology Biological Process","GO:0009725","response to hormone","902"
"21017","","""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]","""IC""|""TAS""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000186818|ENSG00000131620|ENSG00000164929|ENSG00000227191|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000095932|ENSG00000245869|ENSG00000099725|ENSG00000234184|ENSG00000196549|ENSG00000110237|ENSG00000162543|ENSG00000166352|ENSG00000136111|ENSG00000117632|ENSG00000152953|ENSG00000185477|ENSG00000233355|ENSG00000069702|ENSG00000272733|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000256018","31","66719","64553|64295|64665|64631|64919|64611|64229|65359|64963|64497|64561|64333|65337|64325|64527|64251|64945|64339|64691|64329|64647|64269|64923|64305|65341|64621|64235|64907|64243|64493|64651","0.030217913364375838","0.1791907514450867","173","0.018430439952437573","Gene Ontology Biological Process","GO:0042127","regulation of cell population proliferation","1682"
"21017","","""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]","""IEP""|""IGI""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000163808|ENSG00000091409|ENSG00000186818|ENSG00000251675|ENSG00000157557|ENSG00000245869|ENSG00000169031|ENSG00000234184|ENSG00000125384|ENSG00000110237|ENSG00000148498|ENSG00000162543|ENSG00000149418|ENSG00000233355|ENSG00000211821|ENSG00000170677|ENSG00000124693","17","66719","64553|64295|64919|64953|64497|64325|64301|64251|64563|64339|64957|64691|64363|65341|64907|64493|64641","0.0308875798532039","0.09826589595375723","173","0.027070063694267517","Gene Ontology Biological Process","GO:0048514","blood vessel morphogenesis","628"
"21017","","""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]","""IEP""|""NAS""|""TAS""|""IGI""|""HMP""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000163808|ENSG00000091409|ENSG00000229989|ENSG00000182557|ENSG00000186818|ENSG00000152689|ENSG00000227191|ENSG00000070081|ENSG00000157557|ENSG00000174607|ENSG00000183690|ENSG00000258810|ENSG00000095932|ENSG00000169031|ENSG00000173894|ENSG00000203811|ENSG00000106070|ENSG00000127561|ENSG00000234184|ENSG00000136158|ENSG00000171488|ENSG00000186187|ENSG00000110237|ENSG00000170835|ENSG00000223907|ENSG00000005108|ENSG00000182983|ENSG00000152953|ENSG00000127533|ENSG00000149418|ENSG00000185477|ENSG00000233355|ENSG00000211821|ENSG00000211942|ENSG00000170677|ENSG00000267262|ENSG00000256018","38","66719","64307|64553|64295|64665|64631|64919|64287|65359|64963|64497|64561|64333|65345|65337|64301|64293|64671|64911|64275|64251|64545|64345|64531|64339|64495|64929|64249|64253|64923|64549|64363|64305|65341|64907|64243|64493|65351|64651","0.03265334455424878","0.21965317919075145","173","0.016572176188399478","Gene Ontology Biological Process","GO:0048584","positive regulation of response to stimulus","2293"
"8722","","Nephrotic syndrome","""WP""","ENSG00000138160|ENSG00000184194|ENSG00000245869|ENSG00000197471|ENSG00000124693","5","66719","64669|64927|64325|64525|64641","0.03520388237834588","0.04807692307692308","104","0.1111111111111111","WikiPathways","WP:WP4758","Nephrotic syndrome","45"
"21017","","""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]","""NAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000174776|ENSG00000184584|ENSG00000109674|ENSG00000144677|ENSG00000081026|ENSG00000151725|ENSG00000272733|ENSG00000176890","9","66719","64287|64695|64897|64947|64961|64643|64607|64235|64257","0.03548992697979031","0.05202312138728324","173","0.04945054945054945","Gene Ontology Biological Process","GO:1901991","negative regulation of mitotic cell cycle phase transition","182"
"21017","","""A chromosome localization process whereby chromosomes are positioned in a specific order and orientation at the metaphase plate (spindle equator), during chromosome segregation. This alignment ensures that each daughter cell will receive the correct number of chromosomes during cell division."" [GOC:vw]","""NAS""|""TAS""|""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000250111|ENSG00000164929|ENSG00000148143|ENSG00000184584|ENSG00000081026|ENSG00000176890","7","66719","64287|64909|64229|64349|64897|64643|64257","0.03741996211037135","0.04046242774566474","173","0.06862745098039216","Gene Ontology Biological Process","GO:0051310","metaphase chromosome alignment","102"
"22115","","""A stable binary complex of a semaphorin and a plexin, together forming a functional semaphorin receptor."" [GOC:hjd, PMID:10934324, PMID:12367632, PMID:12613544]","""NAS""|""IBA""","ENSG00000163808|ENSG00000125384|ENSG00000223806","3","66719","64553|64563|64903","0.03930680475817739","0.017045454545454544","176","0.23076923076923078","Gene Ontology Cellular Component branch","GO:0002116","semaphorin receptor complex","13"
"21017","","""Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]","""IGI""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000077238|ENSG00000163808|ENSG00000091409|ENSG00000182557|ENSG00000131620|ENSG00000183690|ENSG00000095932|ENSG00000125384|ENSG00000165480|ENSG00000143369|ENSG00000223806|ENSG00000185477|ENSG00000170677|ENSG00000256018","14","66719","64307|64553|64295|64631|64611|64333|65337|64563|64341|64227|64903|64305|64493|64651","0.04097490382962181","0.08092485549132948","173","0.030973451327433628","Gene Ontology Biological Process","GO:0010720","positive regulation of cell development","452"
"11019","","skin 1; cells in basal layer[≥Low]","""Approved""|""Enhanced""|""Supported""","ENSG00000169116|ENSG00000240666|ENSG00000136999|ENSG00000152689|ENSG00000250111|ENSG00000184194|ENSG00000251606|ENSG00000186187|ENSG00000223907|ENSG00000184584|ENSG00000166352|ENSG00000162676|ENSG00000185666|ENSG00000185477|ENSG00000233355|ENSG00000021762|ENSG00000266146|ENSG00000197471|ENSG00000249717|ENSG00000005884|ENSG00000114315","21","66719","64499|64667|64633|64287|64909|64927|64591|64531|64929|64897|64329|64513|65349|64305|65341|64617|64519|64525|65343|64705|64673","0.04200677165192256","0.1891891891891892","111","0.02383654937570942","Human Protein Atlas","HPA:0461391","skin 1; cells in basal layer[≥Low]","881"
"21017","","""Any signaling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]","""IMP""|""ISS""|""IBA""|""IEA""|""IDA""","ENSG00000152689|ENSG00000164929|ENSG00000042980|ENSG00000174776|ENSG00000184584|ENSG00000144677|ENSG00000272733","7","66719","64287|64229|64353|64695|64897|64961|64235","0.042456969355898246","0.04046242774566474","173","0.0673076923076923","Gene Ontology Biological Process","GO:0010389","regulation of G2/M transition of mitotic cell cycle","104"
